Scientific.Name	row_ids	AphiaID	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	taxonomicStatus	modified	bibliographicCitation	references	identifier	title	datasetID.y	Accepted_AphiaID	parent_AphiaID	speciesNOsubgenus	parent_NCBI	accepted_NCBI	row_id	Project.Request	Point.of.Contact.for.Submission	Email	Common.Name	Survey.Type
PARAPHOXUS	R02321;R09184	101722	urn:lsid:marinespecies.org:taxname:101722	urn:lsid:marinespecies.org:taxname:101722	urn:lsid:marinespecies.org:taxname:101722	urn:lsid:marinespecies.org:taxname:549026	Paraphoxus	Paraphoxus	Phoxocephalinae	Sars, G.O. (1891). Amphipoda. Part VII. Phoxocephalidae. An account of the Crustacea of Norway, with short descriptions and figures of all the species:. I: 141-160, pls 49-60. Cammermeyer, Christiana (Oslo).	1891	Animalia	Arthropoda	Malacostraca	Amphipoda	Phoxocephalidae	Paraphoxus	NA	NA	NA	Genus	Sars, 1891	accepted	2023-03-05	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Paraphoxus Sars, 1891. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101722	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101722	NA	NA	NA	101722	549026	NA	NA	NA	R09184	EcoFOCI Zooplankton	David Kimmel	david.kimmel@noaa.gov	NA	Encountered
PARATHELEPUS	R06184	129706	urn:lsid:marinespecies.org:taxname:129706	urn:lsid:marinespecies.org:taxname:129706	urn:lsid:marinespecies.org:taxname:129706	urn:lsid:marinespecies.org:taxname:181511	Parathelepus	Parathelepus	Thelepodinae	Caullery, Maurice. (1915). Sur les térébelliens de la tribu des <i>Thelepinae</i>. Examen des genres. Tube spiralé de <i>Streblosoma longiremis</i> n. sp. <em>Bulletin de la Société Zoologique de France.</em> 40: 44-53.	1915	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Parathelepus	NA	NA	NA	Genus	Caullery, 1915	accepted	2022-04-19	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Parathelepus Caullery, 1915. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129706	https://www.marinespecies.org/aphia.php?p=taxdetails&id=129706	NA	NA	NA	129706	181511	NA	NA	NA	R06184	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
PARDALISCOIDES	R06187	101712	urn:lsid:marinespecies.org:taxname:101712	urn:lsid:marinespecies.org:taxname:101712	urn:lsid:marinespecies.org:taxname:101712	urn:lsid:marinespecies.org:taxname:101401	Pardaliscoides	Pardaliscoides	Pardaliscidae	Stebbing, T.R.R. (1888). Report on the Amphipoda collected by H.M.S. Challenger during the years 1873-1876. <em>Report on the Scientific Results of the Voyage of H.M.S. Challenger during the years 1873–76. Zoology.</em> 29 (part 67): i-xxiv, 1-1737, pl. 1-212.	1888	Animalia	Arthropoda	Malacostraca	Amphipoda	Pardaliscidae	Pardaliscoides	NA	NA	NA	Genus	Stebbing, 1888	accepted	2020-07-22	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Pardaliscoides Stebbing, 1888. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101712	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101712	NA	NA	NA	101712	101401	NA	NCBI:txid1732345	NA	R06187	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
PARHETEROMASTUS	R06190	206454	urn:lsid:marinespecies.org:taxname:206454	urn:lsid:marinespecies.org:taxname:206454	urn:lsid:marinespecies.org:taxname:206454	urn:lsid:marinespecies.org:taxname:921	Parheteromastus	Parheteromastus	Capitellidae	Monro, Charles C. A. (1937). On two new polychaetes from the Indian Ocean. <em>Annals and Magazine of Natural History.</em> (Series 10) 19(113): 531-538.	1937	Animalia	Annelida	Polychaeta	NA	Capitellidae	Parheteromastus	NA	NA	NA	Genus	Monro, 1937	accepted	2021-05-17	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Parheteromastus Monro, 1937. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=206454	https://www.marinespecies.org/aphia.php?p=taxdetails&id=206454	NA	NA	NA	206454	921	NA	NCBI:txid51292	NA	R06190	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
PARIAMBUS	R06191	101433	urn:lsid:marinespecies.org:taxname:101433	urn:lsid:marinespecies.org:taxname:101433	urn:lsid:marinespecies.org:taxname:101433	urn:lsid:marinespecies.org:taxname:430770	Pariambus	Pariambus	Caprellinae	NA	NA	Animalia	Arthropoda	Malacostraca	Amphipoda	Caprellidae	Pariambus	NA	NA	NA	Genus	Stebbing, 1888	accepted	2021-11-03	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Pariambus Stebbing, 1888. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101433	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101433	NA	NA	NA	101433	430770	NA	NA	NA	R06191	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
PATELLA	R06205	138312	urn:lsid:marinespecies.org:taxname:138312	urn:lsid:marinespecies.org:taxname:138312	urn:lsid:marinespecies.org:taxname:138312	urn:lsid:marinespecies.org:taxname:113	Patella	Patella	Patellidae	Linnaeus, C. (1758). Systema Naturae per regna tria naturae, secundum classes, ordines, genera, species, cum characteribus, differentiis, synonymis, locis. <em>Editio decima, reformata [10th revised edition], vol. 1: 824 pp. Laurentius Salvius: Holmiae.</em> 	1758	Animalia	Mollusca	Gastropoda	NA	Patellidae	Patella	NA	NA	NA	Genus	Linnaeus, 1758	accepted	2015-08-11	WoRMS (2024). Patella Linnaeus, 1758. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=138312	https://www.marinespecies.org/aphia.php?p=taxdetails&id=138312	NA	NA	NA	138312	113	NA	NCBI:txid6462	NA	R06205	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
PECTINARIA	R06210	129437	urn:lsid:marinespecies.org:taxname:129437	urn:lsid:marinespecies.org:taxname:129437	urn:lsid:marinespecies.org:taxname:129437	urn:lsid:marinespecies.org:taxname:980	Pectinaria	Pectinaria	Pectinariidae	Lamarck, J.B. (1818). [volume 5 of] Histoire naturelle des Animaux sans Vertèbres, préséntant les caractères généraux et particuliers de ces animaux, leur distribution, leurs classes, leurs familles, leurs genres, et la citation des principales espèces qui s'y rapportent; precedes d'une Introduction offrant la determination des caracteres essentiels de l'Animal, sa distinction du vegetal et desautres corps naturels, enfin, l'Exposition des Principes fondamentaux de la Zoologie. <em>Paris, Deterville.</em> vol 5: 612 pp.	1818	Animalia	Annelida	Polychaeta	Terebellida	Pectinariidae	Pectinaria	NA	NA	NA	Genus	Lamarck, 1818	accepted	2018-10-10	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Pectinaria Lamarck, 1818. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129437	https://www.marinespecies.org/aphia.php?p=taxdetails&id=129437	NA	NA	NA	129437	980	NA	NCBI:txid104750	NA	R06210	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
PEGEA	R08052	137231	urn:lsid:marinespecies.org:taxname:137231	urn:lsid:marinespecies.org:taxname:137231	urn:lsid:marinespecies.org:taxname:137231	urn:lsid:marinespecies.org:taxname:720267	Pegea	Pegea	Salpinae	Savigny, J. C. (1816). Recherches anatomiques sur les ascidies composées et sur les ascidies simples - Système de la classe des Ascidies. <em>In: Mémoires sur les Animaux sans Vertèbres 2. Paris: G. Dufour.</em> 1-229.	1816	Animalia	Chordata	Thaliacea	Salpida	Salpidae	Pegea	NA	NA	NA	Genus	Savigny, 1816	accepted	2013-03-08	Garic, R.; Madin, L.; van Soest, R.W.M. (2024). World List of Thaliacea. Pegea Savigny, 1816. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137231	https://www.marinespecies.org/aphia.php?p=taxdetails&id=137231	NA	NA	NA	137231	720267	NA	NA	NA	R08052	CalCOFI Zooplankton	Moira Decima	mdecima@ucsd.edu	NA	Monitored
PELOSCOLEX	R06220	160056	urn:lsid:marinespecies.org:taxname:160056	urn:lsid:marinespecies.org:taxname:160056	urn:lsid:marinespecies.org:taxname:160056	urn:lsid:marinespecies.org:taxname:137344	Peloscolex	Peloscolex	Tubificinae	Leidy, J. (1852). Description of new genera of Vermes. <em>Proceedings of the Academy of Natural Sciences of Philadelphia.</em> 5 (1850-1851): 124-126.	1852	Animalia	Annelida	Clitellata	Tubificida	Naididae	Peloscolex	NA	NA	NA	Genus	Leidy, 1852	nomen dubium	2023-08-14	Martin, P.; Reynolds, J.; van Haaren, T. (2024). World List of Marine Oligochaeta. Peloscolex Leidy, 1852. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=160056	https://www.marinespecies.org/aphia.php?p=taxdetails&id=160056	NA	NA	NA	160056	137344	NA	NCBI:txid1780203	NA	R06220	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
PENITELLA	R11427	492704	urn:lsid:marinespecies.org:taxname:492704	urn:lsid:marinespecies.org:taxname:492704	urn:lsid:marinespecies.org:taxname:492704	urn:lsid:marinespecies.org:taxname:492698	Penitella	Penitella	Martesiinae	Valenciennes A. (1846). Atlas de Zoologie. Mollusques. <em>In: A. du Petit-Thouars, Voyage autour du monde sur la frégate la Venus pendant les années 1836–1839.</em> 4 vols. [Mollusques: pls. 1, 1bis, 2, 2bis, 3, 3bis, 4–24; no text].	1846	Animalia	Mollusca	Bivalvia	Myida	Pholadidae	Penitella	NA	NA	NA	Genus	Valenciennes, 1846	accepted	2024-02-10	MolluscaBase eds. (2024). MolluscaBase. Penitella Valenciennes, 1846. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=492704	https://www.marinespecies.org/aphia.php?p=taxdetails&id=492704	NA	NA	NA	492704	492698	NA	NA	NA	R11427	MARINe	Peter Raimondi	raimondi@ucsc.edu	NA	Encountered
PERIOCULODES	R06234	101701	urn:lsid:marinespecies.org:taxname:101701	urn:lsid:marinespecies.org:taxname:101701	urn:lsid:marinespecies.org:taxname:101701	urn:lsid:marinespecies.org:taxname:101400	Perioculodes	Perioculodes	Oedicerotidae	Sars, G.O. (1892). Amphipoda. Part XIV. Oediceridae (continued). An account of the Crustacea of Norway, with short descriptions and figures of all the species. I: 297-320, pls 105-112. Cammermeyer, Christiana (Oslo).	1892	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Perioculodes	NA	NA	NA	Genus	G.O. Sars, 1892	accepted	2017-01-05	Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Copilas-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Valls Domedel, G.; Vonk, R.; White, K.; Zeidler, W. (2024). World Amphipoda Database. Perioculodes G.O. Sars, 1892. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101701	https://www.marinespecies.org/aphia.php?p=taxdetails&id=101701	NA	NA	NA	101701	101400	NA	NCBI:txid181113	NA	R06234	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
PERKINSIANA	R02369	129542	urn:lsid:marinespecies.org:taxname:129542	urn:lsid:marinespecies.org:taxname:129542	urn:lsid:marinespecies.org:taxname:129542	urn:lsid:marinespecies.org:taxname:154917	Perkinsiana	Perkinsiana	Sabellinae	Knight-Jones, Phyllis. (1983). Contributions to the taxonomy of Sabellidae (Polychaeta. <em>Zoological Journal of the Linnean Society, London.</em> 79: 245-295.	1983	Animalia	Annelida	Polychaeta	Sabellida	Sabellidae	Perkinsiana	NA	NA	NA	Genus	Knight-Jones, 1983	accepted	2017-07-02	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Perkinsiana Knight-Jones, 1983. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129542	https://www.marinespecies.org/aphia.php?p=taxdetails&id=129542	NA	NA	NA	129542	154917	NA	NA	NA	R02369	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
PHERUSA	R02388	129293	urn:lsid:marinespecies.org:taxname:129293	urn:lsid:marinespecies.org:taxname:129293	urn:lsid:marinespecies.org:taxname:129293	urn:lsid:marinespecies.org:taxname:976	Pherusa	Pherusa	Flabelligeridae	Oken, Lorenz. (1807). Stud. den 23 Julius 1807 [Meeting report of the Academy]. <em>Göttingische gelehrte Anzeigen unter der Aufsicht der königlichen Gesellschaft zu Wissenschaften.</em> 2 (117): 1161-1168.	1807	Animalia	Annelida	Polychaeta	Terebellida	Flabelligeridae	Pherusa	NA	NA	NA	Genus	Oken, 1807	accepted	2020-04-20	WoRMS (2024). Pherusa Oken, 1807. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129293	https://www.marinespecies.org/aphia.php?p=taxdetails&id=129293	NA	NA	NA	129293	976	NA	NCBI:txid279648	NA	R02388	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
PHISIDIA	R06280	129707	urn:lsid:marinespecies.org:taxname:129707	urn:lsid:marinespecies.org:taxname:129707	urn:lsid:marinespecies.org:taxname:129707	urn:lsid:marinespecies.org:taxname:322588	Phisidia	Phisidia	Terebellinae	Saint-Joseph, Arthur d'Anthoine de. (1894). Les Annélides polychètes des côtes de Dinard. Troisième Partie. <em>Annales des sciences naturelles, Paris, Série 7.</em> 17: 1-395, plates I-XIII.	1894	Animalia	Annelida	Polychaeta	Terebellida	Terebellidae	Phisidia	NA	NA	NA	Genus	Saint-Joseph, 1894	accepted	2016-10-28	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Phisidia Saint-Joseph, 1894. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129707	https://www.marinespecies.org/aphia.php?p=taxdetails&id=129707	NA	NA	NA	129707	322588	NA	NA	NA	R06280	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
PHYLLODOCE	R02427	129455	urn:lsid:marinespecies.org:taxname:129455	urn:lsid:marinespecies.org:taxname:129455	urn:lsid:marinespecies.org:taxname:129455	urn:lsid:marinespecies.org:taxname:155424	Phyllodoce	Phyllodoce	Phyllodocinae	Lamarck, J.B. (1818). [volume 5 of] Histoire naturelle des Animaux sans Vertèbres, préséntant les caractères généraux et particuliers de ces animaux, leur distribution, leurs classes, leurs familles, leurs genres, et la citation des principales espèces qui s'y rapportent; precedes d'une Introduction offrant la determination des caracteres essentiels de l'Animal, sa distinction du vegetal et desautres corps naturels, enfin, l'Exposition des Principes fondamentaux de la Zoologie. <em>Paris, Deterville.</em> vol 5: 612 pp.	1818	Animalia	Annelida	Polychaeta	Phyllodocida	Phyllodocidae	Phyllodoce	NA	NA	NA	Genus	Lamarck, 1818	accepted	2020-02-12	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Phyllodoce Lamarck, 1818. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129455	https://www.marinespecies.org/aphia.php?p=taxdetails&id=129455	NA	NA	NA	129455	155424	NA	NA	NA	R02427	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
PIKEA	R11370	144034	urn:lsid:marinespecies.org:taxname:144034	urn:lsid:marinespecies.org:taxname:144034	urn:lsid:marinespecies.org:taxname:144034	urn:lsid:marinespecies.org:taxname:143695	Pikea	Pikea	Dumontiaceae	NA	NA	Plantae	Rhodophyta	Florideophyceae	Gigartinales	Dumontiaceae	Pikea	NA	NA	NA	Genus	Harvey, 1853	accepted	2004-12-21	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Pikea Harvey, 1853. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=144034	https://www.marinespecies.org/aphia.php?p=taxdetails&id=144034	NA	NA	NA	144034	143695	NA	NCBI:txid31415	NA	R11370	MARINe	Peter Raimondi	raimondi@ucsc.edu	NA	Encountered
PLAGIOCARDIUM	R06392	137740	urn:lsid:marinespecies.org:taxname:137740	NA	NA	NA	Plagiocardium	Plagiocardium	Fraginae	NA	NA	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Plagiocardium	NA	NA	NA	Genus	Cossmann, 1886	accepted	2020-01-09T08:10:12.543Z	MolluscaBase eds. (2024). MolluscaBase. Plagiocardium Cossmann, 1886&nbsp;&#8224;. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=137740 on 2024-11-08	https://www.marinespecies.org/aphia.php?p=taxdetails&id=137740	NA	NA	NA	137740	466574	NA	NCBI:txid2787989	NA	R06392	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
PLEUROCOPE	R12093	118386	urn:lsid:marinespecies.org:taxname:118386	urn:lsid:marinespecies.org:taxname:118386	urn:lsid:marinespecies.org:taxname:118386	urn:lsid:marinespecies.org:taxname:118267	Pleurocope	Pleurocope	Pleurocopidae	Walker, A. O. (1901). Contributions to the malacostracan fauna of the Mediterranean. <em>The Journal of the Linnean Society of London. Zoology.</em> 28(182): 290-306, pl. 27.	1901	Animalia	Arthropoda	Malacostraca	Isopoda	Pleurocopidae	Pleurocope	NA	NA	NA	Genus	Walker, 1901	accepted	2023-05-17	Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2024). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Pleurocope Walker, 1901. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=118386	https://www.marinespecies.org/aphia.php?p=taxdetails&id=118386	NA	NA	NA	118386	118267	NA	NA	NA	R12093	SCB Isopod 2023 List	Regina Wetzer	rwetzer@nhm.org	NA	Encountered
PLEUROGONIUM	R02477;R12092	118388	urn:lsid:marinespecies.org:taxname:118388	urn:lsid:marinespecies.org:taxname:118388	urn:lsid:marinespecies.org:taxname:118388	urn:lsid:marinespecies.org:taxname:118266	Pleurogonium	Pleurogonium	Paramunnidae	Sars, G. O. (1872). Undersøgelser over Hardangerfjordens fauna. <em>Forhadlingar i Videnskabs-Sselskabet i Christiania.</em> 1871: 246-286.	1872	Animalia	Arthropoda	Malacostraca	Isopoda	Paramunnidae	Pleurogonium	NA	NA	NA	Genus	G. O. Sars, 1872	accepted	2023-07-14	Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2024). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Pleurogonium G. O. Sars, 1872. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=118388	https://www.marinespecies.org/aphia.php?p=taxdetails&id=118388	NA	NA	NA	118388	118266	NA	NA	NA	R02477	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
PLEUROGONIUM	R02477;R12092	118388	urn:lsid:marinespecies.org:taxname:118388	urn:lsid:marinespecies.org:taxname:118388	urn:lsid:marinespecies.org:taxname:118388	urn:lsid:marinespecies.org:taxname:118266	Pleurogonium	Pleurogonium	Paramunnidae	Sars, G. O. (1872). Undersøgelser over Hardangerfjordens fauna. <em>Forhadlingar i Videnskabs-Sselskabet i Christiania.</em> 1871: 246-286.	1872	Animalia	Arthropoda	Malacostraca	Isopoda	Paramunnidae	Pleurogonium	NA	NA	NA	Genus	G. O. Sars, 1872	accepted	2023-07-14	Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2024). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Pleurogonium G. O. Sars, 1872. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=118388	https://www.marinespecies.org/aphia.php?p=taxdetails&id=118388	NA	NA	NA	118388	118266	NA	NA	NA	R12092	SCB Isopod 2023 List	Regina Wetzer	rwetzer@nhm.org	NA	Encountered
POLYDORA	R02505	129619	urn:lsid:marinespecies.org:taxname:129619	urn:lsid:marinespecies.org:taxname:129619	urn:lsid:marinespecies.org:taxname:129619	urn:lsid:marinespecies.org:taxname:913	Polydora	Polydora	Spionidae	Bosc, L.A.G. (1802). Histoire Naturelle des Vers : contenant leur description et leurs moeurs, avec figures dessinées d'après nature. <em>Guilleminet, Paris, chez Deterville.</em> 3 vols. 324 pp. + pls. 1-10; 300 pp. + pls. 11-25; 270 pp. + pls. 26-32. 1-324.	1802	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Polydora	NA	NA	NA	Genus	Bosc, 1802	accepted	2022-07-22	Read, G.; Fauchald, K. (Ed.) (2024). World Polychaeta Database. Polydora Bosc, 1802. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129619	https://www.marinespecies.org/aphia.php?p=taxdetails&id=129619	NA	NA	NA	129619	913	NA	NCBI:txid46599	NA	R02505	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
POLYGIREULIMA	R06431	147110	urn:lsid:marinespecies.org:taxname:147110	urn:lsid:marinespecies.org:taxname:147110	urn:lsid:marinespecies.org:taxname:147110	urn:lsid:marinespecies.org:taxname:135	Polygireulima	Polygireulima	Eulimidae	NA	NA	Animalia	Mollusca	Gastropoda	Littorinimorpha	Eulimidae	Polygireulima	NA	NA	NA	Genus	Sacco, 1892	accepted	2024-03-30	MolluscaBase eds. (2024). MolluscaBase. Polygireulima Sacco, 1892. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=147110	https://www.marinespecies.org/aphia.php?p=taxdetails&id=147110	NA	NA	NA	147110	135	NA	NCBI:txid69595	NA	R06431	Bight Benthic Macroinvertebrate List	Martha Sutula	marthas@sccwrp.org	NA	Encountered
POLYORCHIS	R00416	267759	urn:lsid:marinespecies.org:taxname:267759	urn:lsid:marinespecies.org:taxname:267759	urn:lsid:marinespecies.org:taxname:267759	urn:lsid:marinespecies.org:taxname:1599	Polyorchis	Polyorchis	Corynidae	NA	NA	Animalia	Cnidaria	Hydrozoa	Anthoathecata	Corynidae	Polyorchis	NA	NA	NA	Genus	A. Agassiz, 1862	accepted	2012-05-07	Schuchert, P. (2024). World Hydrozoa Database. Polyorchis A. Agassiz, 1862. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=267759	https://www.marinespecies.org/aphia.php?p=taxdetails&id=267759	NA	NA	NA	267759	1599	NA	NCBI:txid6077	NA	R00416	ACCESS Zooplankton	Meredith Elliott	melliott@pointblue.org	NA	Encountered
POLYSIPHONIA	R11126	143853	urn:lsid:marinespecies.org:taxname:143853	urn:lsid:marinespecies.org:taxname:143853	urn:lsid:marinespecies.org:taxname:143853	urn:lsid:marinespecies.org:taxname:393561	Polysiphonia	Polysiphonia	Polysiphonieae	Hertwig, R. (1882). Die Actinien der Challenger Expedition. Gustav Fischer. Jena., pp. 119.	1882	Plantae	Rhodophyta	Florideophyceae	Ceramiales	Rhodomelaceae	Polysiphonia	NA	NA	NA	Genus	Greville, 1823	accepted	2012-07-04	Guiry, M.D. & Guiry, G.M. (2024). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Polysiphonia Greville, 1823. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=143853	https://www.marinespecies.org/aphia.php?p=taxdetails&id=143853	NA	NA	NA	143853	393561	NA	NA	NA	R11126	MARINe	Peter Raimondi	raimondi@ucsc.edu	NA	Encountered
